aspect,opinion,count
moral,profound,1
comedy,laugh-free,1
belongs,april,1
asides,mordant,1
balance,flawless,1
oscar,official,1
war,good,1
work,esoteric,1
greenaway,peter,1
blend,intriguing,1
friedkin,william,1
card,wild,1
misstep,brief,1
action,many,1
piece,effective,1
graffiti,american,1
saving,only,1
characters,few,1
hero,conflicted,1
film,pallid,1
animation,cheap-looking,1
movie,silliest,1
award,academy,1
music,extended,1
on-screen,chaotic,1
dweck,michael,1
action,girl-on-girl,1
computer,flashy,1
intensity,narrative,1
treat,real,1
vehicle,terrific,1
view,different,1
writing,comedic,1
mess,huge,1
families,dysfunctional,1
turkey,14-pound,1
destiny,natural,1
world,custom-made,1
fiction,much,1
saga,inspirational,1
side,human,1
zimbalist,jeff,1
footage,surf,1
waves,huge,1
reminiscing,emotional,1
machado,rob,1
butter,peanut,1
girlfriend,ultimate,1
life,undead,1
feature,hour-long,1
marvel,technical,1
memorial,heartfelt,1
consumption,conspicuous,1
heist,british,1
burst,bubble,1
comedy,one-joke,1
spirit,quirky,1
levine,jonathan,1
pace,narrative,1
introduction,funny,1
artist,eponymous,1
point,good,1
activists,creative,1
characters,favorite,1
bill,tony,1
script,mothballed,1
science,smartest,1
levels,spiritual,1
one-woman-show,shadowy,1
vestige,last,1
sit,tough,1
ingredient,secret,1
sense,distinctive,1
interest,more,1
alone,loose,1
bowlers,professional,1
popularity,once-widespread,1
hit,easy,1
minghella,anthony,1
drama,new,1
ticket,single,1
entertainment,sharp,1
movie,departed-esque,1
place,good,1
park,jurassic,1
ice,fun-loving,1
comedy,smart,1
pratfalls,enough,1
grown-ups,accompanying,1
hold,psychological,1
plot,pedantic,1
farce,multiplex,1
writing,uninspired,1
backdrop,british,1
incoherence,thematic,1
piece,character,1
beauty,mythological,1
rote,old,1
metropolis,microcosmic,1
collet-serra,jaume,1
action,heart-pounding,1
emotion,heart-stopping,1
surgery,routine,1
ways,important,1
comedy,obnoxious,1
points,+,1
jump,few,1
outdoors,great,1
film,real,1
beats,right,1
effort,banal,1
gunplay,ample,1
fans,shoot-them-up,1
explorer,british,1
movie,tin-eared,1
regards,many,1
footnotes,many,1
thriller,slow-burning,1
line,fine,1
pace,steady,1
charming,enough,1
showcase,witless,1
act,double,1
seclusion,atmospheric,1
lamb,other,1
chapter,next,1
product,latter-day,1
horror,uk,1
scarehouse,county-fair,1
theatre,crowded,1
hand,bring,1
water,warm,1
washington,grim,1
drabness,strived-for,1
intent,real,1
performances,better,1
screenwriter,first-time,1
script,ambitious,1
dialogue,rat-a-tat,1
crimes,real,1
film,organic,1
sleepless,similar,1
book,motivational,1
deconstruction,showbizzy,1
predecessor,successful,1
wind-chime,resonant,1
timing,comedic,1
laughs,more,1
trips,acid,1
humor,wonderful,1
ambitions,aesthetic,1
sounds,hyper-stylized,1
speeches,didactic,1
russell,golden,1
movie,caper,1
return,awkward,1
treatment,documentary-like,1
greengrass,paul,1
question,biggest,1
piquancy,biographical,1
womanhood,modern,1
sandler,non-adam,1
ramis,harold,1
producer,executive,1
reitman,ivan,1
humor,low-brow,1
plunge,worthwhile,1
sick,big,1
outrage,public,1
disposition,primary,1
history,social,1
amplifications,operatic,1
acting,amateurish,1
deal,real,1
support,good,1
brady,wayne,1
fragments,ordinary,1
whole,greater,1
eye,sharp,1
film,stunning,1
hand,assured,1
movies,lee,1
vacuum,post-twilight,1
tenacity,hangdog,1
skjoldbaerg,hackneyed,1
film,delectable,1
pryor,richard,1
documentary,compelling,1
suffers,only,1
structure,conventional,1
battle,chief,1
century,sixth,1
gore,uninspired,1
interest,genuine,1
images,such,1
bill,original,1
effort,unspectacular,1
hughes,eccentric,1
remake,english-language,1
horror,asian,1
shakes,great,1
chemistry,fine,1
monk,philosophical,1
hero,punkish,1
ford,[,1
control,full,1
form,convoluted,1
content,lurid,1
knowledge,scientific,1
message,political,1
remake,semi-retro,1
classic,b-movie,1
sequel,awful,1
excitement,awkward,1
film,83-minute,1
mystery,narrative,1
comedy,puerile,1
animation,zippy,1
theme,tired,1
business,big,1
science,modern,1
creature,remarkable,1
work,indicting,1
attempt,thin,1
stereotypes,detrimental,1
biases,own,1
ingredients,right,1
cast,here-good,1
concept-but,relevant,1
helmer,wrong,1
perspective,requisite,1
saga,crash-like,1
film,poignant,1
heard,i,1
computer,much,1
season,festive,1
way,haphazard,1
mythology,complex,1
drama,fact-based,1
dance,authentic,1
animation,charming,1
approach,2-d,1
halos,backlit,1
work,evident,1
gesture,banal,1
michael,crabbed,1
courtesy,common,1
region,darfur,1
thing,damned,1
bogie,classic,1
movie,dialogue-heavy,1
dramedy,slapstick,1
remake,arthur,1
adolescence,nave,1
character,titular,1
absence,definite,1
events,major,1
thatcher,margaret,1
depth,substantial,1
backbone,narrative,1
man,actual,1
mess,confusing,1
set-up,promising,1
vision,brilliant,1
themes,religious,1
supporting,unnecessary,1
reason,urgent,1
zellweger,renée,1
way,right,1
slices,little,1
adult,few,1
hess,jared,1
stew,unsavoury,1
sequel,lackadaisical,1
dance,modern,1
choreographer,legendary,1
drivel,market-researched,1
conflicts,rudimentary,1
tale,sentimental,1
original,french,1
remake,american,1
messages,impossible,1
issues,serious,1
honesty,unflinching,1
lead,stunning,1
stenberg,amandla,1
bousman,lynn,1
movies,x-men,1
action,mindless,1
thing,hardest,1
ways,same,1
film,agonizing,1
*,f,1
chops,dramatic,1
pastiche,past,1
pop-rocket,melancholy,1
piece,grandiloquent,1
italiano,mambo,1
case,rare,1
films,super-hero,1
achievement,rare,1
public,american,1
narrator,unreliable,1
cartoon,grotesque,1
seeger,pete,1
movie,bloody,1
life,urban,1
film,busy,1
idea,faintest,1
material,wild-eyed,1
presents,zwick,1
son,real-life,1
accents,mid-atlantic,1
entertainment,delightful,1
gags,dire,1
storyteller,great,1
dancing,plentiful,1
lead,charismatic,1
banderas,antonio,1
dulaine,pierre,1
dancer,professional,1
ability,superhuman,1
comeback,split-second,1
time,more,1
horror,worst,1
],rian,1
optimism,reassuring,1
decency,human,1
masterpiece,pop-culture,1
thriller,well-tooled,1
time,grand,1
movie,sheep,1
action,nuts-and-bolts,1
jab,pg-13,1
mann,post-michael,1
snyder,nearly-post-zack,1
fan,13th,1
entry,particular,1
tale,celebrated,1
flourishes,sword-and-sorcery,1
works,great,1
cinema,neo-realist,1
boogaloo,'electric,1
romp,amusing,1
cinema,trash,1
style,repetitive,1
road,drag-queen,1
disaster,tone-deaf,1
order,first,1
family,rapturous,1
auteur,japanese,1
future,better,1
performances,rock-steady,1
feat,small,1
movie,spikier,1
noses,great,1
epic,oscar-winning,1
legacy,homefront,1
'loser,ultimate,1
jabs,cheap,1
boreman,linda,1
trudge,meretricious,1
gifts,comedic,1
plotlines,contrived,1
attempts,feeble,1
piece,heartfelt,1
rights,human,1
parts,equal,1
entertainment,high-energy,1
portrait,double,1
structure,flexible,1
blockbusters,uglier,1
hollywood,recent,1
treat,formal,1
fans,engage,1
akerman,chantal,1
voice,strong,1
characters,delightful,1
oscar,former,1
beauty,collateral,1
person,rich,1
laughter,canned,1
attempt,serious,1
fairytale,durable,1
alan,sex-mad,1
spots,hot,1
eye,sardonic,1
places,best,1
turn,central,1
relationship,healthy,1
thriller,much-delayed,1
film,danish,1
way,safe,1
audience,new,1
boots,kinky,1
watch,fascinating,1
characters,unique,1
life,breathe,1
weeks,final,1
attention,more,1
appearance,cosmetic,1
movies,more,1
future,acting,1
film,sweet-hearted,1
stuff,touching,1
cartoons,optical,1
back,half-decade,1
piece,middlebrow,1
arthouse,self-conscious,1
demographic,dinner-party,1
store,unicorn,1
charm,much,1
lisa,empty,1
keeper,trapper,1
comedy,stand-up,1
dog,red,1
outback,durable,1
characters,australian,1
comedy,80s-nostalgic,1
hair,big,1
clothes,bright,1
shots,cheap,1
affection,surprising,1
adulthood,driftless,1
man,strongest,1
satire,cynical,1
solemnity,overcomes,1
entertainment,fleeting,1
escape,real,1
reality,dreadful,1
events,such,1
affair,date-night-rental,1
tour,subtle,1
epic,feminist,1
storyteller,born,1
time,vital,1
narrative,own,1
topic,hot,1
interest,less,1
medley,thought-provoking,1
leaps,creative,1
gem,narrative,1
perdu,j'ai,1
animation,notice,1
comedy,misbegotten,1
arc,narrative,1
paste,more,1
movies,essential,1
illustrate,bognar,1
capitalism,late-stage,1
premise,great,1
procreation,inventive,1
creature,eye-popping,1
sequel,ingenious,1
disney,dainty,1
zest,demolition-derby,1
glum,overly,1
adaptation,cold,1
performances,first-rate,1
camerawork,sublime,1
oscar,multiple,1
analysis,final,1
standard,better-than-average,1
predecessor,superior,1
smarts,sci-fi,1
thriller,retro-futuristic,1
writer-director,australian,1
dose,heady,1
violence,pulp-movie,1
star,aka,1
hope,new,1
science,successful,1
films,adventure/fantasy,1
drama,powerful,1
performance,strongest,1
turn,oscar-winning,1
carter,june,1
humour,toilet,1
schmaltzy,americans-do-it-best,1
game,awesome,1
dump,january,1
release,day-coinciding,1
paean,intended,1
problems,logical,1
viewpoints,hostile,1
entries,previous,1
moves,citizenfour,1
age,certain,1
sentimentality,gentle,1
picture,little,1
escape,one-part,1
martial-arts,one-part,1
choice,wrong,1
plot,mysterious,1
hero,ostensible,1
mess,draggy,1
theatrics,comic,1
product,minor,1
universe,expanded,1
hero,irreverent,1
zeitgeist,national,1
image,superpower,1
remade,classic,1
movie,buddy,1
carroll,lewis,1
bailey,beetle,1
magic,practical,1
retrospective,excellent,1
rush,premium,1
action,extended,1
narration,first-person,1
time,consecutive,1
character,timorous,1
way,fascinating,1
character,ambitious,1
returns,batman,1
cinematography,claustrophobic,1
pov,traumatized,1
kidnap,stupid,1
exploitation,b-movie,1
violence,boring,1
book,single,1
enjoyment,blissful,1
picture,self-serious,1
action,slick,1
cappuccino,frothy,1
embraces,cathartic,1
substance,little,1
mess,contradictory,1
science,good,1
movie,schlocky,1
story,hip,1
soundtrack,terrific,1
direction,splendid,1
gale,bob,1
flight,joyous,1
fantasy,s,1
situation,],1
chuckles,mild,1
sentiment,tepid,1
biography,interesting,1
places,many,1
endeavors,mythological,1
celebration,joyous,1
ability,],1
gestures,small,1
emotions,melancholic,1
character,sympathetic,1
revealing,gradual,1
emotions,strong,1
experience,enjoyable,1
story,important,1
tactics,melodramatic,1
tempo,brisk,1
commanders,brave,1
sources,uncredited,1
diversion,pleasant-enough,1
song,notable,1
story,rich,1
self-referentialism,genre,1
characters,new,1
scares,memorable,1
reboot,razor-sharp,1
marathon,full-season,1
genre,favorite,1
level,current,1
comedy,observational,1
flicks,'50s,1
version,pal,1
bits,brilliant,1
wisdom,greeting-card,1
throat-clearing,philosophical,1
strain,unseemly,1
footage,musical,1
cameo,customary,1
creek,unnamed,1
obligation,half-hearted,1
frame,entire,1
pieces,little,1
attempt,valiant,1
aussie,broad,1
embracing,constant,1
caricatures,rural,1
marriage,infertile,1
donor,biological,1
couple,married,1
moments,dazzling,1
performance,outstanding,1
crime,main,1
cast,great,1
journey,subsequent,1
island,far-off,1
things,wild,1
kind,weird,1
pictures,instagram,1
contains,strange,1
filmmaking,best,1
failure,artistic,1
idea,noble,1
glory,moshpit,1
genre,shake-them,1
scenes,scare,1
versions,cheap-shop,1
way,enlightened,1
juice,enough,1
basket,insufferable,1
tics,nervous,1
humor,self-deprecating,1
movies,old,1
seasons,few,1
things,better,1
mortals,mere,1
humor,uninspired,1
christmas,predictable,1
power,nuclear,1
look,skin-deep,1
sexuality,male,1
perplexing,behavior,1
circumstances,cinematic,1
quest,poetic,1
tale,predictable,1
hope,human,1
carnegie,dale,1
trendlet,numbing,1
eyes,wistful,1
teenagers,white,1
nature,serious,1
incidents,historical,1
touch,slight,1
world,old,1
world,to-be-courteous,1
parade,repellent,1
torques,scorsese,1
house,animal,1
street,wall,1
fun,unbridled,1
abandon,moral,1
conspire,dugan,1
recruitment,military,1
film,actual,1
displays,superficial,1
pleasures,greatest,1
version,sharpest,1
feels,phoenix,1
notion,whole,1
split,mind-body,1
spectacle,crazy,1
way,gutless,1
loopholes,logistical,1
noir,psychedelic,1
vice,inherent,1
leap,stylistic,1
curtis,tony,1
mystery,murder,1
cyrus,ray,1
accents,russian,1
day,groundhog,1
punch,feminist,1
cocktail,well-orchestrated,1
step,plodding,1
jokes,fart,1
melodrama,torrid,1
name,good,1
conflict,internal,1
action,competent,1
morals,uncomplicated,1
movie,nice,1
complex,military-industrial,1
everything,most,1
goal,apparent,1
examples,rare,1
shoots,yauch,1
basketball,high-school,1
prospects,other,1
game,all-star,1
rucker,famous,1
pianist,concert,1
neighborhood,shy-around-girls,1
sucks,warrior,1
camerawork,athletic,1
screen,operatic,1
mastery,cinematic,1
set-pieces,suspenseful,1
moments,steady,1
points,low,1
brothers,farrelly,1
extravaganza,b-movie,1
sampler,sci-fi,1
diary,breezy,1
farmers,first-time,1
finger-wagging,much,1
experiences,emotional,1
video,suncoast,1
movie,hybrid,1
cinematography,scenic,1
recreations,dramatic,1
knees,bad,1
story,fascinating,1
example,prime,1
brothers,wachowski,1
disservice,huge,1
bowl,super,1
space,outer,1
cult,unsettling,1
sensibilities,moral,1
way,old,1
movie,modern,1
enemies,mortal,1
action,assembly-line,1
tale,acted,1
feeds,mckay,1
premise,sketchy,1
things,stoo-pid,1
performances,strongest,1
reading,first,1
love,cross-cultural,1
marvel,trump-baiting,1
awfulness,ponderous,1
power,inexplicable,1
memories,childhood,1
childhood,happy,1
action,serviceable,1
mess,implausible,1
pros,old,1
glee,wild-eyed,1
moment,awe-filled,1
mix,uneasy,1
humor,well-realized,1
sadness,unrealized,1
horror,single,1
wind,empty,1
stalker,outrageous,1
trouble,much,1
subject,short,1
material,enough,1
ticket,full-price,1
version,slapdash,1
movie,ambiguous,1
crisis,existential,1
depths,unstressed,1
adolescents,spoiled,1
institution,mental,1
stoner,new,1
promise,ferocious,1
achievement,remarkable,1
mixture,jarring,1
goals,occupational,1
production,decent,1
text,inert,1
dialogue,banal,1
toro,del,1
understanding,little,1
interviews,*,1
seeing,regret,1
hodgepodge,entertaining,1
shit,old,1
resume,visionary,1
talent,fresh,1
wonder,new,1
story,effective,1
archetypes,fictional,1
family,bloody,1
tussling,mccoys-esque,1
day,present,1
role,muscle-bound,1
question,nagging,1
truck,monster,1
hollywood,adult-oriented,1
improv,flaccid,1
fiction,creative,1
insights,unprecedented,1
code,warrior,1
lives,complicated,1
veterans,stateside,1
movie,fourth,1
series,sci-fi/comedy,1
place,same,1
sequels,other,1
title,moronic,1
person,likable,1
humanity,stupid,1
katharine,heroic,1
allows,vignette-style,1
schtick,hilarious,1
number,broad,1
classics,unsung,1
character,quirky,1
experiment,balloon-and-chair,1
film,american,1
leader,qaeda,1
celebration,splatter-gun,1
distraction,online,1
stakes,emotional,1
subtlety,surprising,1
indictment,encompassing,1
society,russian,1
exploration,imaginative,1
rage,female,1
sociology,graphic,1
charmer,low-key,1
drama,parent-to-be,1
view,better,1
pole-dancer,professional,1
protagonist,flawed,1
rot,fragrant,1
men,inarticulate,1
runnings,cool,1
tale,charming,1
underdogs,determined,1
tension,real,1
bath,ice-cold,1
cory,writer-director,1
psahnei,na,1
i,opoy,1
sto,thesi,1
toy,istories,1
post-potter,disappointing,1
chiller,creaky,1
lust,creative,1
figure,literary,1
truth,contrarian,1
thriller,sexy,1
winterbottom,michael,1
flavor,little,1
actress,best,1
vengeance,standard-issue,1
windows,soul,1
horror,recent,1
roman,ric,1
beach,deodorized,1
personalities,unpretentious,1
book,austen,1
flick,lit-turned-chick,1
script,engaging,1
tv,cheesy,1
potential,movie-of-the-week,1
thriller,absurd,1
palette,visual,1
heart,little,1
penchant,newfound,1
period,overlong,1
backlash,refreshing,1
woman,resilient,1
challenges,multiple,1
summer,lighthearted,1
version,sanitized,1
musicals,superior,1
parade,endless,1
effect,great,1
episode,longest,1
fun,childish,1
buildings,high-rise,1
eye,visual,1
quality,tale-magical,1
toaster,little,1
look,up-close,1
country,communist,1
vehicle,unexpected,1
power,local,1
utility,essential,1
guarantee,i,1
stranger,much,1
game,pajama,1
realism,bare-knuckled,1
romp,nostalgia-fueled,1
plot,dim-witted,1
tale,insistent,1
movie,last,1
treasure,entertaining,1
advertisement,interested,1
floating,constant,1
portrayal,committed,1
screenplay,perceptive,1
sense,vibrant,1
urgency,emotional,1
thorns,old,1
movies,furious,1
rods,hot,1
],blu-ray,1
bullock,sandra,1
i,imagined,1
nostalgia,bleeding-heart,1
fast,old,1
tragedy,coming,1
sadness,steady,1
taste,indiscriminate,1
i,sure,1
horror,raimi,1
films,first,1
films,dead,1
horror,visceral,1
indifferent,feeling,1
cameras,broken,1
look,barbed,1
side,flip,1
film,second,1
years,recent,1
hairdressing,competitive,1
elements,many,1
depiction,effective,1
revolution,sexual,1
house,overbuilt,1
guffaw,well-earned,1
nights,'arabian,1
wife,oppressed,1
torpor,flaccid,1
examination,dramatic,1
contempt,utter,1
resonances,weird,1
imitations,glossy,1
moments,false,1
genius,comic,1
wave,funnier,1
remake,tedious,1
mystery,],1
mocking,3000-esque,1
exercise,fatuous,1
premise,exciting,1
stupidity,directorial,1
fisher,eileen,1
spectacle,sci-fi,1
dear,documentary,1
crap,usual,1
comedy,noir,1
luhrmann,baz,1
beats,emotional,1
family,new,1
king,urail,1
sequences,compelling,1
film,personal,1
ache,teeth,1
writer-director,first-time,1
whit,early,1
shower,steel-wool,1
episode,special,1
kids,lightweight,1
appreciation,extra,1
comedies,would-be,1
stuff,slice-of-life,1
johnson,ariyan,1
student,high-school,1
horror,all-time,1
midwinter,semi-abandoned,1
emotion,genuine,1
grays,slate,1
action,unremarkable,1
queerness,bold,1
nihilism,bleak,1
quimera,curious,1
passions,thematic,1
del,guillermo,1
movie,superman,1
movie,self-selecting,1
politics,obvious,1
brand,unique,1
filmmaking,urban,1
biopic,political,1
conclusion,improbable,1
something,little,1
plot,new,1
idea,new,1
comeuppance,nasty,1
characters,repellant,1
cataclysm,giant,1
volume,second,1
moment,current,1
inquiry,journalistic,1
look,thoughtful,1
genre,entertaining,1
word,better,1
fluctuation,tonal,1
film,previous,1
movie,innocuous,1
sense,much,1
feature,full,1
role,own,1
drama,um,1
suspense,um,1
protagonist,unappealing,1
magnfico,detetive,1
dos,um,1
dvida,sem,1
sparring,climactic,1
oscars,potential,1
surprise,biggest,1
films,affecting,1
character,intense,1
repression,sexual,1
indie,familiar,1
star,perfectly-cast,1
humor,bitter,1
desperation,aggressive,1
helplessness,gentle,1
paean,welcome,1
broadsheet,glorious,1
purposes,own,1
material,weak,1
elder,katie,1
nieces,entitled,1
construction,compartmentalized,1
sense,powerful,1
set-up,hair-cutting,1
films,thought-provoking,1
ten,past,1
entertainment,spirited,1
members,youngest,1
allegory,pallid,1
vice,'inherent,1
superhero,civilian,1
superhero,costumed,1
sameness,unrelenting,1
premise,creepy,1
pot,ludicrous,1
content,darned,1
path,weird,1
theme,noteworthy,1
laws,unjust,1
production,professional,1
joe,good,1
wookiee,wonky,1
level,desired,1
arsenal,upgraded,1
fans,slasher-movie,1
laughs,quick,1
tears,cheap,1
camp,next,1
charm,enough,1
river,lazy,1
return,curious,1
pop,paradigmatic,1
year,surprising,1
lengua,hot,1
negra,cold,1
python,favorite,1
casting,lazy,1
parable,enjoyable,1
emotion,much,1
action,tense,1
grab,unconvincing,1
behaviors,unmotivated,1
sign,invisible,1
credibility,indie,1
gags,good,1
purrformance,note-perfect,1
drama,salacious,1
taboos,ultimate,1
concept,metaphysical,1
rom-com,original,1
example,derivative,1
mayhem,incoherent,1
sorkin,favorite,1
script,great,1
chemistry,wonderful,1
craftsmanship,magical,1
deflates,atmosphere,1
assortment,modest,1
moments,comic,1
additions,cast,1
sense,sobering,1
sacrifices,painful,1
vitality,musical,1
forks,unexpected,1
logic,narrative,1
pathos,emotional,1
scenario,far-fetched,1
glimpses,occasional,1
circumstances,worst,1
appeal,tremendous,1
time,late-'70s,1
lull,unbearable,1
confidence,enough,1
thing,surprising,1
climax,tired,1
ness,loch,1
balloon,hot-air,1
galore,gore,1
work,anarchistic,1
sort,muddled,1
trek,long,1
vanity,movie-star,1
standards,high,1
rom-com,smart,1
drama,meandering,1
g,sergio,1
ethics,oversimplified,1
wedding,big,1
mothers,exhausted,1
efforts,committed,1
advantage,full,1
boom,current,1
throat,deep,1
critique,social,1
%,star-f,1
cruise,glory-hole,1
decade,past,1
access,emotional,1
films,forgettable,1
emotions,recognizable,1
match,poor,1
spectacles,ever-escalating,1
screwball,modern,1
title,terrible,1
loops,unexpected,1
guys,white,1
plot,plausible,1
stephen,better,1
praise,small,1
minnelli,brash,1
world,first,1
schoolboys,public,1
biopic,literary,1
knockoff,nail-biting,1
horror,over-saturated,1
temperature,wrong,1
feels,subject,1
sexy,pretty,1
charm,off-the-cuff,1
twists,preposterous,1
achievements,technical,1
imagination,fertile,1
film,melodramatic,1
scotland,premodern,1
departure,big,1
sensibility,same,1
story,funny,1
momentum,diffused,1
turmoil,teen,1
superguy,number-one,1
mix-ups,crazy,1
hour,exposition-larded,1
machinations,typical,1
climaxes,overblown,1
offer,emma,1
laughs,nice,1
boston,dank-looking,1
stage,off-broadway,1
cast,charismatic,1
schmaltz,surface-level,1
ethos,self-referential,1
vision,insular,1
fringe,lunatic,1
beings,superior,1
feet,few,1
thumbs,opposable,1
titansgo,teen,1
anxieties,cold-war,1
scrape,latest,1
cast,gifted,1
names,big,1
dose,concentrated,1
family,dc,1
people,only,1
book-end,nice,1
trainspotting,original,1
bond,better,1
aplomb,steely,1
incursion,compelling,1
depictions,harrowing,1
adolescence,female,1
breeds,cyber-connectivity,1
feels,brainlessness,1
lines,few,1
administrator,private-school,1
broadside,comedic,1
elitism,french,1
monkey,ludicrous,1
humor,potty,1
madagascar,first,1
rock,chris,1
pot-stirrer,disingenuous,1
spray,arterial,1
word,coagulated,1
history,troubled,1
age,post-ironic,1
exercise,slight,1
hallmark,funny,1
movie,blackly-amusing,1
bits,incompetent,1
],spike,1
cast,talented,1
films,evocative,1
moments,quiet,1
maze,antiseptic,1
story,muddled,1
drama,uneven,1
abuse,domestic,1
muddles,enough,1
farce,french,1
sitcom,upn,1
sparks,real,1
fun,undeniable,1
audiences,original,1
adult,guilty,1
tries,arnold,1
figure,public,1
chamber,sophisticated,1
place,significant,1
wave,new,1
sentences,important,1
tone,lavish,1
hardships,worst,1
way,casual,1
character,fictional,1
job,fine,1
streets,american,1
film,fragmented,1
bale,christian,1
crisis,spiritual,1
observations,spot-on,1
eastwood,clint,1
tone/genre,different,1
vision,directorial,1
characters,sketched,1
context,historical,1
issues,cultural,1
shyamalan,old-school,1
preoccupation,odd,1
adult,such,1
blood,splattering,1
movies,dead,1
tv,long,1
exposure,northern,1
antiques,arkansas,1
poignant,weirdly,1
romeo,two-way,1
hits,abmm,1
character,enjoyable,1
doubt,i,1
film,sentimental,1
suspense,great,1
life,tumultuous,1
extremes,ever-nastier,1
bursts,short,1
scene,extended,1
actor,dramatic,1
gift,special,1
words,ordinary,1
ideas,poetic,1
act,fourth,1
dreck,low-grade,1
script,lousy,1
direction,inept,1
acting,pathetic,1
boom,visible,1
star,silent-era,1
period,first,1
court,royal,1
century,18th,1
players,many,1
argument,strong,1
escapist,modern,1
question,chief,1
teen,dystopian,1
role,supporting,1
protagonists,fabulous,1
performances,brilliant,1
ryan,meg,1
comedies,amusing,1
emphasis,heavy,1
premise,romantic,1
actress,only,1
effect,stellar,1
commentary,truthful,1
tendencies,voyeuristic,1
cuarón,[,1
kind,fresh,1
rom-com,good,1
sex,boring,1
steel,blue,1
performance,emotionless,1
subplot,murky,1
descent,inexplicable,1
word,only,1
con,great,1
men,matchstick,1
story,adventure,1
camera,attention-deficit-disorder,1
fueled,pop-music,1
saunter,freewheeling,1
italy,little,1
magic,strange,1
sub-plots,many,1
histrionics,many,1
companion,thematic,1
killer,'hands-on,1
factor,wow,1
language,crude,1
streams,endless,1
diesel,vin,1
guy,nice,1
waves,ocean,1
highs,glorious,1
film,emotional,1
elegance,quiet,1
movie,thoughtful,1
mistake,first,1
oscar,manipulative,1
davis,[,1
moments,human,1
conclusion,neat,1
story,larger,1
feeling,original,1
look,dillinger,1
movie,whole,1
angle,new,1
films,better,1
county,hale,1
newcomers,remarkable,1
south,rural,1
bomb,off-the-charts,1
history,egyptian,1
epic,biblical,1
tearjerker,nice,1
effort,creative,1
possibilities,infinite,1
comedy,slapstick,1
globes,golden,1
effort,factually-based,1
form,fashion-disaster,1
sampi,everlyn,1
moment,dull,1
howlers,many,1
movie,indulgent,1
spirit,same,1
journalism,political,1
movie,ill-researched,1
parts,earlier,1
shifts,relatable,1
material,predictable,1
audiences,nickelodeon,1
continuation,incidental,1
films,earlier,1
film,problematic,1
year,other,1
attempt,forced,1
world,second,1
beast,durable,1
reel,last,1
thriller,well-crafted,1
sequences,inventive,1
way,recognizable,1
beneath,hollow,1
surface,polished,1
coolness,gothic,1
hit,underground,1
thriller,compact,1
showpiece,big-budget,1
best,own,1
attention,impaired,1
backstory,enough,1
action,breathless,1
weight,political,1
showcase,passionate,1
superb,once-again,1
performance,oscar-caliber,1
kline,kevin,1
example,favorite,1
assumptions,binaristic,1
conviction,immersed,1
world,atmospheric,1
romance,exhilarating,1
filmmaker,other,1
film,essential,1
moments,atmospheric,1
mess,hopeless,1
funny,laugh-out-loud,1
video,worse,1
drips,sky,1
freeman,morgan,1
characters,lesser,1
hiccup,more,1
world,hidden,1
experience,dismal,1
characters,shallow,1
action,plastic,1
charm,suave,1
murphy,eddie,1
imbecility,amiable,1
wars,'bride,1
fat,prosthetic,1
hasard,au,1
donkey,little,1
concoction,awful,1
members,individual,1
fundamentals,rudimentary,1
moments,soul-searching,1
tropes,same,1
year,light,1
miller,],1
effects,neo-noir,1
sets,innovative,1
piece,magical,1
cinema,musical,1
songs,unforgettable,1
],abbi,1
lead,understated,1
future,fruitful,1
life,screen,1
city,broad,1
books,comic,1
honda,ishirō,1
film,japanese,1
godzilla,shin,1
comic,darkly,1
output,recent,1
state,moral,1
saw,last,1
movie,nutty,1
music,seizure-inducing,1
stank,t3,1
background,revolutions-effects-heavy,1
originals,brilliant,1
reconciliation,future,1
traditions,venerable,1
thriller,hitchcockian,1
sense,unique,1
director,young,1
blockbusters,cerebral,1
londoner,fellow,1
movie,bloodless,1
trip,'hallucinatory,1
perfection,relentless,1
tessie,two-timing,1
story,love,1
effect,claustrophobic,1
thriller,teen,1
evelyn,consciousness-raised,1
animals,american,1
film,talented,1
movie,structured,1
character,uplifting,1
mother,stricken,1
oscar,come,1
starts,transsiberian,1
lightning,greased,1
dazzles,lantern,1
visuals,ambitious,1
cool,wicked,1
issues,racial,1
debut,impressive,1
actor,second-string,1
chasm,deep,1
spectacle,monotonous,1
account,well-made,1
whimsy,good,1
elvis,bedridden,1
suggestion,sad,1
king,forgotten,1
line,finish,1
insights,fresh,1
paint-by-numbers,many,1
country,wine,1
flick,perfect,1
chilling,couch,1
fun,snackable,1
regions,beautiful,1
subtlety,little,1
france,vichy,1
slant,smart,1
watch,decent,1
faith,old-fashioned,1
look,sobering,1
comedy,perfect,1
marathon,latest,1
viewers,attentive,1
mulroney,amiable,1
pun,shalit-level,1
victory,flawless,1
dialogue,expository,1
character,good,1
noise,much,1
moments,dramatic,1
tantalizing,wrestlemania-sized,1
shark,massive,1
fun,stupid,1
ex-girlfriend,super,1
respite,little,1
history,terrible,1
lack,total,1
script,unimpressive,1
disaster,first-ever,1
agents,female,1
pace,procedural,1
misstep,obvious,1
show,unfulfilling,1
battle,wacky,1
boys,good,1
mix,rare,1
viewing,enjoyable,1
heart,real,1
humanism,resonant,1
barriers,cultural,1
role,dual,1
thriller,psycho,1
people,young,1
characters,fictional,1
taste,acquired,1
dv,harsh-lit,1
voice,avuncular,1
complacency,fat-cat,1
adulthood,rational,1
nascar,huge,1
waste,utter,1
decency,common,1
