aspect,opinion,count
melodrama,slow,1
booga,ooga,1
manner,different,1
vogue,current,1
difficulty,extraordinary,1
patriotism,hollow,1
flaw,biggest,1
predictability,sheer,1
expression,pleasant,1
expression,enough,1
beats,familiar,1
moments,brief,1
overload,sensory,1
assistance,ineffective,1
duties,comic,1
out,flat,1
remake,pointless,1
piece,pointless,1
piece,indulgent,1
joke,old,1
entertainment,spectacular,1
veneer,uncomfortable,1
mess,loud,1
mess,stupid,1
mess,riddled,1
owls,mechanical,1
emphasis,handed,1
stuff,emotional,1
questions,separate,1
questions,unanswered,1
medicine,green,1
depictions,many,1
depictions,dubious,1
read,poor,1
arc,ordinary,1
story,sub,1
story,-,1
story,par,1
ending,smart,1
atmosphere,clammy,1
airs,sinful,1
experience,cold,1
experience,airless,1
wannabes,future,1
performance,incompetent,1
mess,unfunny,1
mess,derivative,1
franchises,maddening,1
nostalgia,little,1
uplift,cheesy,1
status,-,1
status,good,1
acting,bad,1
brainteaser,dead,1
ripostes,dull,1
performance,fascinating,1
whole,convincing,1
plucking,strenuous,1
plucking,shameless,1
piece,full,1
drivel,derivative,1
dank,more,1
dramedy,goopy,1
sentence,terrifying,1
laughs,many,1
clichs,boring,1
situations,familiar,1
points,historic,1
episode,unknown,1
transformation,uneasy,1
transformation,spiritual,1
banality,thematic,1
homilies,more,1
homilies,like,1
object,gorgeous,1
game,conservative,1
franchise,entire,1
comedy,lifeless,1
way,only,1
cops,latest,1
cops,wrong,1
experience,empty,1
feature,first,1
case,good,1
news,good,1
minutes,mere,1
stooges,old,1
sequel,original,1
comedy,good,1
failure,headed,1
filmmaker,prolific,1
center,emotional,1
flick,bitter,1
man,old,1
collection,disagreeable,1
specimens,cynical,1
picture,single,1
change,social,1
moment,exact,1
excitement,more,1
dimension,more,1
hell,whole,1
opera,lame,1
opera,trashy,1
opera,teenage,1
material,lurid,1
purposes,dramatic,1
bid,failed,1
quirkiness,high,1
profile,high,1
script,second,1
season,worse,1
eroticism,blunt,1
reviw,full,1
premise,tense,1
tricks,familiar,1
rock,cool,1
succession,discombobulated,1
characters,interesting,1
line,single,1
laughter,genuine,1
taste,good,1
sidelines,dramatic,1
purpose,little,1
flick,other,1
flick,cross,1
flick,-,1
flick,country,1
ears,outsize,1
caricature,bad,1
effect,rewarding,1
commercial,sunscreen,1
screenplay,toned,1
string,opaque,1
assumptions,convenient,1
mess,disastrous,1
people,other,1
trip,frenetic,1
slog,exhausting,1
shadow,large,1
environment,impressively,1
productions,larger,1
productions,musical,1
bore,small,1
man,paralyzed,1
man,original,1
things,small,1
deal,great,1
sequences,strong,1
touches,clever,1
plot,ludicrous,1
movie,black,1
captain,titular,1
casting,clever,1
notch,top,1
audience,mass,1
disappointment,substantial,1
thrills,real,1
thrills,dependent,1
jeopardy,real,1
jeopardy,believable,1
spectacle,absurd,1
episode,fifth,1
tales,more,1
look,irreverent,1
biopic,irrelevant,1
reason,much,1
off,shameless,1
brats,spoiled,1
film,manufactured,1
storyline,coherent,1
spring,last,1
missteps,crucial,1
crowdpleaser,inspirational,1
ideas,compelling,1
filmmaking,sloppy,1
flick,creep,1
test,litmus,1
attitudes,racial,1
characters,black,1
time,running,1
pace,brisk,1
flair,evident,1
argument,convincing,1
refusal,steadfast,1
constipation,dramatic,1
drama,deadly,1
star,radiant,1
encounter,alien,1
conditions,impoverished,1
period,interesting,1
years,final,1
soul,little,1
tone,lighter,1
intentions,hazy,1
business,more,1
execution,artful,1
notes,high,1
performers,fascinating,1
actress,terrific,1
gaps,cavernous,1
effect,same,1
store,local,1
sets,adjoining,1
operas,different,1
work,delicate,1
piece,strange,1
piece,lightweight,1
fluff,ephemeral,1
movie,disappointing,1
movie,mediocre,1
film,curious,1
events,many,1
lesson,episodic,1
story,remarkable,1
escapades,wartime,1
well,hearted,1
amusement,moderate,1
tale,good,1
tale,vampire,1
goofiness,goth,1
movies,saw,1
nausea,cinematic,1
movie,biggest,1
stab,dismal,1
thriller,comic,1
actress,lead,1
codgers,old,1
illnesses,undisclosed,1
illnesses,fatal,1
ways,cliched,1
evolution,human,1
needles,hypodermic,1
foot,own,1
person,sad,1
cop,honest,1
story,violent,1
filmmaker,talented,1
mind,brilliant,1
predilections,distasteful,1
predilections,sexual,1
bits,few,1
muck,silly,1
films,notable,1
plot,lazy,1
performances,lacklustre,1
pieces,unfunny,1
efficiency,more,1
person,single,1
mistake,crucial,1
characters,mean,1
faces,dirty,1
joke,big,1
joke,dumb,1
loitering,cinematic,1
manner,colorless,1
bomb,fashioned,1
bomb,super,1
bomb,-,1
subject,nice,1
knees,bad,1
scenes,quiet,1
ending,lovely,1
hour,last,1
piece,big,1
piece,glossy,1
way,own,1
story,sentimental,1
games,modern,1
insight,little,1
bore,colossal,1
sensibilities,moral,1
off,crude,1
script,insipid,1
humor,dark,1
way,gutless,1
torpor,flaccid,1
contempt,utter,1
overwrought,static,1
pressure,professional,1
fluctuation,wild,1
fluctuation,tonal,1
protagonist,charismatic,1
access,emotional,1
guys,white,1
howlers,many,1
movie,23rd,1
beast,durable,1
imbecility,amiable,1
output,crummier,1
ending,cyclical,1
